incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
0,4,4,4,4,5,4,5,4,5,3,3,2,3,4,4,4,5,4,3,Corupția care își face prezența in toate sistemele din Romania!! ,Aproape tot.,Aproape nimic față de cât oferim noi!,Niciuna din cele enumerate.,1,1,0,1,1
1,3,5,4,3,5,5,5,4,4,4,4,5,5,4,3,3,4,3,5,"Cum nu m am confruntat cu vreo problema din cauza sistemului fiscal încă, nu pot spune ca ceva ma nemulțumește ",Chiar nu stiu,"O oarecare stabilitate si transparență.
Dacă am inteles bine intrebarea",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,3,5,5,5,5,5,5,5,5,5,3,3,4,5,5,4,4,5,3,Ar trebui modernizat și transparentizat . Deschiderea față de contribuabil si ajutarea lui ar trebui facuta in primul rând și apoi aplicarea de contravenții.,Aș aloca mai mulți bani pentru a încuraja noi antreprenori la înființarea firmelor.,Nu știu.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,4,4,4,4,4,4,5,5,5,5,5,4,5,4,5,4,5,4,4,Faptul că veniturile fiscale și bugetaresunt dependente de veniturile din taxele și impozitele indirecte.,Lărgirea bazei de aplicare și creșterea eficienței în colectare.,Aplicarea normelor fiscale corect,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
0,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,Nivelul ridicat al birocrației,Mai multe investiții și diminuarea cotelor taxelor,Asigurare socială,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",1,1,1,1,1
0,3,5,5,3,3,3,3,4,3,3,3,3,3,5,4,3,4,3,4,Impozitul pe salarii , -,Nemultumiri,Pentru că îmi oferă servicii de protecție socială,0,1,0,1,0
1,4,5,4,4,5,5,5,5,5,4,4,5,5,4,5,4,5,5,4,Faptul ca acesta nu încurajează destul investițiile. ,Aș încuraja investițiile în infrastructură și as oferi mai multe beneficii angajatorilor astfel incat sa fie locuri de munca mai bine plătite. ,"Siguranță că de acei bani pe care i-am plătit sub formă de impozite și taxe, o sa beneficiez în viitor sub forma de servicii publice. ",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,1,4,4,5,5,5,5,4,4,4,4,5,5,4,5,5,4,4,4,"Mă nemulțumește că sistemul fiscal românesc este condus de politiceni, ar trebui interzis prin Constituție ca politicienii să dea scutiri de impozite și contribuți","Sunt 2 metode. 2 instrumente. Una e scutirile și a doua - evaziunea. Dacă vrem să vorbim de stabilitate, noi o să începem cu eliminarea scutirilor și să continuăm cu eliminarea evaziunii.",Cred că suntem singura țară cât de cât civilizată unde impozitul pe venit e mai mic decât impozitul pe profit. Acest impozit pe venit de 10% părerea mea e că nu e sustenabil.,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,0,0,1,0
1,4,3,5,5,5,5,4,4,5,2,4,3,4,4,4,3,4,4,3,seviciile publice nu sunt la nivelul asteptarilor , as elimina numarul mare de taxe fiscale si parafiscale,servicii publice,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,3,4,4,3,Impozitele prea ridicate.,As restabile impozitele si as cauta soluti pentru micsorarea acestora astfel ca platirea impozitelor sa nu fie o problema financiara pentru nimeni.,"Impozite ,taxe si contributi sociale.","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,4,5,5,5,Grad de transparentă scăzut. Servicii publice slabe calitativ,"As schimba modul de impozitare pe venit. Cine realizează venituri mai mari sa fie totuși impozitat Mai mult decât cel care realizează venituri mai mici, dar nu atât de mult. As schimba cota de impozitare.","Servicii publice, sprijin financiar celor care au nevoie",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,..,..,..,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,1,5,5,4,-, Aș scade TVA deoarece având o cota mai mică societățile comerciale ar plăti TVA mai mult. Cu alte cuvinte nu ar mai face evaziune fiscală.,-,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,1,1,1
1,4,5,4,4,5,5,5,5,5,5,2,3,4,5,5,4,5,5,5,Sistemul fiscal din România are nevoie de mai multă stabilitate.,M-aș axa pe dezvoltarea și implementarea unei strategii fiscale moderne.,Finanțează serviciile publice.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,1,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,4,Totul,Aproximativ tot ,Taxe si impozite,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,Impozitarea mare din salarul brut,Dezvoltarea sistemului informatic al institutiilor fiscale.,"Asigura colectarea de bani de la cetateni și firme,susținând aplicarea politicilor economice si binele intregii comunitați",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,1,4,5,3,5,4,3,3,5,5,1,2,5,3,3,5,5,2,5,Nivelul ridicat al birocrației. Schimbarea continuă a codului fiscal.,"-As debirocratiza sistemul fiscal si as ramane la un cod fiscal constant si previzibil macar pe o perioadă de 3 ani
-As diferenția firmele mari de microintreprinderi (pentru microintreprinderi si firele mici,  un cod fiscal simplificat )",un nivel de impozit mic fata alte tari din europa ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,0,1,0
1,3,3,4,5,5,5,4,4,4,4,3,5,5,4,3,4,5,5,3,.,.,"Nu cred ca ne oferă ceva deocamdată, noi avem de platit taxe și impozite.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,"faptul ca ne crestem gradul de indatorare, nu alocam destui bani serviciilor de sanatate, educatie etc","modul de distribuire al veniturilor. As aloca mai multi bani in locurile care in viitor imi vor genera venituri din care voi putea acoperi pierderile, as sprijini antreprenorii care creaza noi locuri de munca in zone defavorizate","in opinia mea nu pot spune ca beneficiem deplin de avantajele sistemului fiscal actual, deoarece acesta ar trebui sa fie reglementat sau cel putin sa se focalizeze mai mult pe nevoile actuale ale societatii ","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,Salariile destul de mici.,Mărirea salariilor.,Servicii publice.,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,4,5,4,5,5,5,5,5,4,4,3,3,4,4,3,5,4,4,Serviciile,Personalul,..,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,4,4,4,4,5,5,5,5,5,4,4,2,5,5,4,2,5,5,4,Nu ii intereseaza tara noastra ,Interesul față de sistem ,Impozite ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
0,3,5,4,5,5,5,5,4,4,5,3,2,4,5,5,4,5,5,5,Lipsa implicarii in relatia directa cu cetateanul,Gradul de investire a banilor care vin din taxe si impozite,"La nivel de oras (Oradea), parte din fondurile pentru infrastructura orasului ","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,3,5,4,4,5,5,3,5,5,4,4,4,4,3,3,2,2,3,4,Lipsa încrederii ,Aș mări gradul de transparență pentru a oferi încredere cetățenilor,"Anumite servicii publice de genul: învățământ, sănătate, protecție, etc..","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
0,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,Lipsa verificării.,"Reducerea numărului de taxe, încurajarea investițiilor, diminuarea cotelor taxelor.",Nimic bun.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,Nu reușește să facă o balanță echilibrată între venituri si cheltuieli ,"Mai putina birocrație, totul sa fie mai transparent, ",Mici gratuități ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
1,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,Nimic în mod deosebit,Reducerea taxelor și a impozitelor,Oferirea de servicii publice de calitate,Pentru că îmi oferă servicii de protecție socială,0,1,1,1,1
1,4,4,4,4,5,4,5,4,5,5,4,3,4,3,4,5,5,4,4,-,"reducerea numarului de taxe,incurajarea investitiilor",-,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,4,5,5,4,5,5,4,5,5,4,5,4,5,4,4,4,5,4,4,Lipsa transparenței. ,As încerca crearea unu sistem mult mai clar delimitat și mai transparent. ,Ne oferă siguranța ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,3,4,5,4,4,5,5,4,4,3,4,4,3,4,4,5,5,3,5,Dezechilibrul între venituri și cheltuieli ,Impozitele și taxele,Impozite,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,0,1,1
1,3,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,Impozitele și taxele prea ridicate ,Diminuarea impozitelor și taxelor și incurajarea investițiilor ,"Nu oferă nimic imediat după plata impozitelor și taxelor, este echivalent în timp","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,4,5,3,3,4,4,4,4,4,3,5,4,3,4,4,3,4,3,Administrarea eficientă ,Scutirea de impozit la firmele debutante,"Deficitul de încasare a TVA ului

",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,0,1,0
0,1,5,5,5,5,4,5,5,5,4,5,4,5,3,4,4,5,5,5,Incapacitatea de admimistrare eficienta a instituțiilor publice de către stat,L-aș face mai transparent și as directiona banii publici în infrastructură și in institutiile care au o 4a majora ,Unele servicii publice gratuite,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,4,4,3,4,4,3,4,5,5,4,3,3,4,5,4,5,4,3,4,Birocrația excesivă,"Aș duce la o mai bună relaționare intre contribuabili și stat 
Aș încuraja investițiile prin diminuarea unor taxe ","Ne asigura anumite servicii sociale în urma contribuțiilor, dar care nu sunt foarte satisfacatoare",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Taxe și impozite prea mari,A-și scuti firmele noi infintate de taxe și impozite ,Nimic,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,4,4,4,5,5,4,4,5,5,4,4,4,4,5,5,5,4,4,4,"Echilibrarea bugetara, în România veniturile fiscale și bugetare sunt dependente din veniturile din taxele și impozitele indirecte. ",Da ,Urmărește realizarea obiectivelor politicii economice și sociale ale statului. ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,1,1,1
0,1,4,4,4,4,4,4,4,4,4,3,3,5,4,4,4,5,4,4," Birocratia excesiva este una dintre problemele grave ale Romaniei si se manifesta atat in raportarile fiscale care de multe ori sunt redundante, cat si in numarul mare de ore necesar pentru ca o firma sa-si poata plati taxele – 200 de ore si 39 de operatiuni diferite, conform raportului Doing Business 2013-2014.
"," Simplificarea legislatiei si a raportarilor fiscale, implementarea unui mod de calcul simplu si usor de inteles atat pentru contributiile sociale, cat si pentru impozite si taxe. Eliminarea exceptiilor legate de tratarea din punct de vedere fiscal a diferitele tipuri de venituri ( PFA, DDA, etc )

Este utila comasarea informatiilor din declaratiile fiscale legate de TVA intr-una singura ( declaratiile 300, 301, 306, 307, 390, 394 ).

Ridicarea pragului pana la care o firma poate fi neplatitoare de TVA de la 65.000 euro la 100.000 euro.

Absolut toate declaratiile fiscale sa se poata depuna online, in baza semnaturii electronice.
","În opinia mea, sistemul fiscal actual nu ne oferă foarte multe beneficii, ne oferă mai mult stres decât lucruri bune, dupa părerea mea ar trebui schimbate multe lucruri.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,5,4,4,5,4,5,5,5,4,3,2,4,4,4,2,5,5,5,"Diferențele ce se fac între oameni, în funcție de poziția pe care o ocupă în societate.",Gradul de transparență referitor la modul de cheltuire a banului public.,Servicii publice,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,1,1,1
1,4,4,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,Companiile au o cota sub medie fata de Europa ,Absolut tot,Nimic bun,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,1,4,3,5,5,3,5,5,5,5,3,3,4,3,4,3,5,4,4,"În România, veniturile fiscale și bugetare sunt dependente de veniturile din taxele si impozitele indirecte.",Aș crește eficiența în alocarea fondurilor.,Nimic ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,0,0,0
1,3,5,4,5,4,3,4,5,5,4,3,3,4,5,5,5,5,5,5,Ca nu creeaza conditiile necesare,Relatia dintre stat si cetatean,-,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,veniturile fiscale și bugetare sunt dependente de veniturile din taxele si impozitele indirecte,Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă,un impozit pe salarii extrem de mare :),Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,0,1,1
1,4,5,5,5,5,5,5,5,5,4,4,5,5,3,5,4,5,5,5,Partea de venituri ar trebui să aducă creșterea eficienței în colectare.,Reducerea numărului de taxe şi a plăţilor afererente sau încurajarea investiţiilor ,Sprijin pentru crearea de locuri de munca si pentru ocuparea fortei de munca,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,1,5,5,4,5,4,5,5,5,4,2,3,4,3,4,3,4,3,3,Transparenta,"Sistemul informatic, as mutat toul in oline, chiar as creea aplicatii","Momentan, sistemul fiscal tinde spre stabilitate","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",1,1,1,1,1
0,3,4,4,3,5,4,5,5,4,3,3,4,5,4,4,4,5,4,4,Nu este formulat pe înțelesul tuturor. ,Crearea de legi care să ajute la echilibrul dintre veniturile si cheltuielile bugetare.,Legi greu de înțeles care pot fi interpretate. ,Pentru că îmi oferă servicii de protecție socială,1,1,0,1,1
0,4,5,5,4,4,5,5,4,4,3,5,5,5,4,4,4,3,4,4,Taxele ,Amenzile și penalitățile pentru încălcarea legilor fiscale .,Legi ușor de interpretat ,Pentru că îmi oferă servicii de protecție socială,1,1,1,1,1
1,1,5,2,3,4,4,5,5,5,3,5,4,4,4,4,4,5,3,5,impozitele si taxele sunt destul de mari pentru un stat in dezvoltare,Cotele taxelor si impozitelor si sistemul de taxare,Servicii publice de slaba calitate,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,0,1,1
1,3,3,5,4,5,5,3,4,4,4,3,2,3,3,2,5,4,4,3,Taxele mari,"Mai multe burse, mai mult ajutor pentru start-upuri",impozite care ne pot ajuta in viitor,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,1,5,5,5,5,5,3,4,4,4,5,5,5,4,5,5,5,5,5,Taxele,As investi in infrastructura,Venituri care ar putea fii folosite în scopul dezvoltări ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,4,5,5,5,5,4,4,4,5,4,5,5,4,5,5,4,4,4,4,Taxe mari,As acorda mai mult ajutor firmelor mici,Oportunitati,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,3,5,5,5,5,5,5,5,5,5,3,5,5,2,5,5,5,5,5,Nu este unul transparent,Scutirea de impozite si taxe la crearea unei afeceri ce contribuie la dezvoltarea mediului economic sau creare locurilor de munca,Servicii publice de o calitate medie,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,4,4,4,5,5,3,4,5,5,3,2,5,3,4,3,3,5,5,5,Nu e transparent,Legile,Putina incredere,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,4,4,4,3,3,4,5,4,4,4,3,3,4,4,5,5,4,4,Birocratia ,As reduce taxele si impozitele ,Contribuie la dezvoltarea economico-sociala ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,4,3,4,4,4,4,5,5,4,4,4,4,4,4,5,4,5,5,4,Birocrația,Relațiile dintre stat si oamenii ,Servici sociale,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,1,5,5,5,5,5,5,4,3,4,3,4,5,4,4,5,5,5,5,Mă nemulțumește ANAF-ul ca ne tratează ca pe niște hoți ! 🙃,Aș face ca fiecare vizită a ANAF-ului să fie anunțată și nu pe furiș.,Nu multe înafară de reduceri de venit. ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,2,3,4,4,3,4,5,5,3,5,3,4,5,5,5,4,4,4,Este nerambulsabil,Sa fie transparent ,Siguranta,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,1,5,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Faptul ca pe zii ce trece își fac apariția a tot mai multe impozite și taxe și tot mai putine facilitați fiscale. ,"Predictibilitatea, transparența, mai multe facilități fiscale pentru angajatorii care crează noi locuri de munca și nu numai.",Cât mai multe piedici in dezvoltare.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,"
În România, veniturile fiscale și bugetare sunt dependente de veniturile din taxele si impozitele indirecte. Pe partea de cheltuieli, ar trebui să primeze creșterea eficienței în alocarea fondurilor, și nu tăierea oarbă a sumelor fără modificarea structurii de utilizare.","O birocraţie mai puţin excesivă, reducerea numărului de taxe şi a plăţilor aferente, încurajarea investiţiilor şi chiar diminuarea cotelor taxelor, precum şi facilitarea unui dialog eficient şi coerent între autorităţile fiscale şi contribuabili ar putea fi alte plusuri în creşterea competivităţii ", este cel mai 4 instrument pe care îl are un Guvern pentru a stimula dezvoltarea economiei.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,3,4,4,4,5,4,4,4,5,4,4,3,4,4,3,3,4,4,4,Contributiile prea mari.,"As scadea impozitul pe profit, incurajand astfel noile intreprinderi si as scadea CAS si deducerea personala.",Ne ofera o oarecare imagine asupra sistemului.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,2,5,4,4,5,4,2,5,5,4,5,5,3,2,5,5,4,1,5,Taxe prea mare din salariul brut ,Salariul la privat sa fie în egala balanta ca și cel de la stat,Multe datorii și prea puține beneficii. ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,4,5,4,4,5,5,4,5,5,4,4,3,4,4,5,4,4,4,5,"modul in care sunt taxate accizele la carburanti, sunt foarte mari in comparatie cu salariile.",modul in care sunt evaluate anumite taxe ,"ne ofera anumite beneficii, pe care le observam in orasul din care facem parte ","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,3,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,"Aplicarea impozitului asupra absolut oricărei activități,astefel încât orice vrea să investească,nu va reuși să realizeze un profit deoarece majoritatea se va cheltui pe impozite.",Cuantumul impozitelor,Informații și obligații pe care mulți dintre noi nu le înțelegem.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,1,5,3,4,4,3,3,5,5,5,2,2,5,5,4,5,4,5,5,"prea multa birocratie, prea multe impozite prost gandite","As crea un sistem fiscal care stimuleaza productia si investitiile, as sili institutiile statului sa colaboreze si ajute antreprenorii si nu sa-i amendeze (contribuabililor nu ar trebui sa le fie ''frica'' de anaf), as reduce birocratia.",impovarare fiscala si lipsa de predictibilitate,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
1,3,5,5,4,5,4,4,4,4,4,5,5,5,5,5,4,5,4,4,-,--,-,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,4,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,Impozite și taxe mari,Birocrația prea multă,Impozite și taxe mari,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,1,1,1
1,4,4,4,4,5,4,5,5,4,4,3,5,4,4,4,5,4,4,4,impozite si taxe prea mari ,nu stiu ,nimic ,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,1,4,4,5,5,5,5,5,5,5,1,3,1,4,5,5,4,3,5,"Nu lasa oamenii de rand sa supravietuiasca cu firmele mici, le terorizeaza persoanele fizice autorizate. Atatea taxe au de platit ca nu mai raman cu mult.","As face un paradis fiscal sa atrag firmele, nu sa le gonesc din tara.",Stres.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,3,3,2,3,3,2,3,3,3,3,4,3,4,5,4,3,5,4,4,"Avem un cod fiscal foarte amplu, care este greu de descifrat  si de inteles ! Nu toate veniturile sdin taxe si impozite sunt administrate corespunzător!",Creșterea eficienței în alocarea fondurilor.,Transparență! ,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,1,1,1
0,1,5,4,4,5,4,5,5,4,3,3,3,3,3,4,4,5,5,5,Coruptia ,Sa se foloseasca banii contribuabililor in scopuri de dezvoltare,Nu prea multe,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,3,5,4,4,Taxe mari.,Scăderea taxelor.,Impozite si taxe pentru orice.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,1,1,1
1,3,5,3,3,5,4,4,5,4,3,4,4,5,3,3,4,5,5,5,Unele articole sunt greu de înțeles ,Nimic,Nimic ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,4,5,5,4,4,4,3,5,5,5,3,3,5,4,3,5,5,3,4,"Nerespectarea obligaţiilor sistemului fiscal către persoanele fizice/juridice, nivelul de transparenţă/încredere scăzut, , lipsa predictibităţii, lipsa unui aparat fiscal digital/tehnologizat în favoarea unui aparat birocratic mare. Exercitarea unei presiuni ridicate asupra mediului privat în comparaţie cu mediul de stat prin colectarea taxelor şi impozitelor şi a controalelor fiscale frecvente","Desfinţarea sistemului birocratic, încurajarea mediului privat prin stimuli economici/fiscali şi digitalizarea aparatului fiscal","Posibilitatea de a activa pe piaţa naţională, garantează desfăşurarea activităţii într-un mediu concurenţial eficient ( statul având rol de arbitraj în mediul pieţei)","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,3,4,5,5,5,4,5,5,5,3,4,3,4,4,4,4,5,5,5,Dezechilibrele ,Nu m-am gândit niciodată la asta.,Nu m-am interesat in legătura cu subiectul . ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Interesul persoanelor din sistem ,Nu,Nu multe ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,0,0,0
